Ambient temp,Direct normal solar,Diffuse horizontal solar
5.5,0,0
5.3,0,0
5.1,0,0
4.9,0,0
4.9,0,0
5,0,0
5.1,0,0
5.2,0,0
5.2,0,1.8
5.2,0,23.8
5.5,0,52.5
6.2,0,82.4
6.8,0,108.5
7,0,82.2
6.8,0,71.4
6.6,0,61.2
6.4,0,39.2
6.2,0,2.4
6.1,0,0
6,0,0
6.1,0,0
6.1,0,0
6.2,0,0
6.5,0,0
6.7,0,0
6.6,0,0
6.3,0,0
5.9,0,0
5.7,0,0
5.4,0,0
5.2,0,0
5.1,0,0
5.1,0,2.4
5.1,0,13.2
5.1,0,20.7
5,0,38.7
5,0,42.4
4.7,0,99.9
4.2,0,32.4
3.7,0,24.8
3.1,0,25.2
2.6,0,1.2
2,0,0
1.7,0,0
1.6,0,0
1.5,0,0
1.7,0,0
2.1,0,0
2.5,0,0
2.5,0,0
2,0,0
1.6,0,0
1.3,0,0
1.1,0,0
1,0,0
1,0,0
1.2,28.7,3
1.4,373.5,32.8
2,350,60.8
3,684.9,50.4
4,155.7,78.6
4.3,99.6,137.7
3.8,25.8,104
3.3,89.6,101.6
2.6,0,40.2
1.9,0,6.4
1.1,0,0
0.4,0,0
-0.1,0,0
-0.7,0,0
-1.1,0,0
-1.4,0,0
-1.8,0,0
-2.2,0,0
-2.6,0,0
-3,0,0
-3.2,0,0
-3.3,0,0
-3.4,0,0
-3.1,0,0
-2.6,0,0.8
-2.1,0,16.8
-1.1,0,68.4
0.4,0,125.6
1.8,0,84.7
2.5,0,114.1
2.4,0,139.5
2.3,0,74.2
2.1,0,27.9
1.7,0,2.4
1.3,0,0
0.9,0,0
0.6,0,0
0.3,0,0
0,0,0
-0.3,0,0
-0.5,0,0
-0.6,0,0
-0.4,0,0
-0.3,0,0
-0.2,0,0
-0.1,0,0
0,0,0
0.1,0,0
0,0,1.6
0,33.6,40
0.3,560.8,38.5
0.8,543.2,40.2
1.4,626.4,47.4
1.6,423.6,68.6
1.5,217.6,132
1.4,0,67.9
1,0,42
0.5,0,6.4
-0.1,0,0
-0.6,0,0
-1,0,0
-1.5,0,0
-1.6,0,0
-1.5,0,0
-1.3,0,0
-1.8,0,0
-3,0,0
-4.2,0,0
-5,0,0
-5.6,0,0
-6.1,0,0
-6.2,0,0
-5.8,45.6,6.3
-5.4,47.7,43.2
-4.5,0,112.8
-3.1,21.7,190.8
-1.6,55.8,138
